Total Travel Time,Price,Total Walking Distance,Total Waiting Time,finalsolutionusedlabels,sourcename,targetname,distance,stresslevel,multimodality,safety_boost,caloriesBurnt_avg,mood_upgrade,earnings_gross,delay_probability,luggage_transportation,meal_option,possible_expences
5.28,146.37,0,0.0,[db_fv],Erfurt,Ulm,412.403,high,0,11,446,not_achieved,129.04,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
11.84,43.01,167,6.0,"[blablacar, db_fv]",Erfurt,Ulm,412.403,high,1,2,1005,not_achieved,436.01,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.5,117.85,0,0.13,[db_fv],Erfurt,Ulm,412.403,high,0,11,296,not_achieved,88.72,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.5,117.31,0,1.2,[db_fv],Erfurt,Ulm,412.403,high,0,11,380,not_achieved,139.31,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.25,122.99,0,0.9,[db_fv],Erfurt,Ulm,412.403,high,0,11,359,not_achieved,125.87,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
5.28,146.37,0,0.9,[db_fv],Erfurt,Ulm,412.403,high,0,11,446,not_achieved,151.04,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.1,141.32,0,0.05,[db_fv],Erfurt,Ulm,412.403,high,0,11,346,not_achieved,101.43,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
9.25,122.99,0,5.88,[db_fv],Erfurt,Ulm,412.403,high,0,11,782,not_achieved,369.78,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.71,19.0,0,0.0,[blablacar],Nürnberg,Bonn,391.89,low,0,1,398,achieved,115.11,0.5,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol",2
4.23,86.5,0,0.0,[db_fv],Nürnberg,Bonn,391.89,low,0,11,357,achieved,103.38,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.2,125.04,0,0.0,[db_fv],Nürnberg,Bonn,391.89,low,0,11,355,achieved,102.65,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.42,118.31,0,0.0,[car],Nürnberg,Bonn,392.098,low,0,1,373,achieved,108.02,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
4.71,19.0,213,0.0,[blablacar],Nürnberg,Bonn,391.89,low,0,1,404,achieved,115.11,0.5,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol",2
4.2,125.04,0,0.68,[db_fv],Nürnberg,Bonn,391.89,low,0,11,355,achieved,119.27,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.2,125.04,0,0.75,[db_fv],Nürnberg,Bonn,391.89,low,0,11,355,achieved,120.98,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
0.27,6.31,0,0.0,[db_fv],Wuppertal,Hagen,26.403,low,0,11,23,achieved,6.6,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
0.53,9.52,0,0.0,[car],Wuppertal,Hagen,30.689,low,0,1,45,achieved,12.95,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",4
0.28,8.41,0,0.0,[db_fv],Wuppertal,Hagen,26.403,low,0,11,24,achieved,6.84,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
2.47,15.04,0,0.0,"[flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,12,209,not_achieved,60.37,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
0.78,17.78,0,0.0,[car],Oberhausen,Wuppertal,66.468,low,0,1,66,not_achieved,19.06,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",3
1.6,19.67,0,0.0,"[flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,12,135,not_achieved,39.1,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.78,28.8,0,0.0,[db_fv],Oberhausen,Wuppertal,58.185,low,0,11,150,not_achieved,43.5,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.47,15.04,303,0.0,"[flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,12,218,not_achieved,60.37,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.6,19.67,29,0.0,"[flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,12,136,not_achieved,39.1,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.23,26.12,0,0.0,[db_fv],Oberhausen,Wuppertal,58.185,low,0,11,188,not_achieved,54.5,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.47,15.04,303,0.75,"[flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,12,218,not_achieved,78.7,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.6,19.67,29,0.23,"[flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,12,136,not_achieved,44.73,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.78,28.8,0,0.55,[db_fv],Oberhausen,Wuppertal,58.185,low,0,11,150,not_achieved,56.95,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
1.75,24.89,0,0.48,[db_fv],Oberhausen,Wuppertal,58.185,low,0,11,148,not_achieved,54.5,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
1.75,24.9,0,0.47,[db_fv],Oberhausen,Wuppertal,58.185,low,0,11,148,not_achieved,54.26,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.77,27.24,515,0.08,"[db_fv, flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,18,249,not_achieved,69.65,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.75,22.27,317,0.22,"[db_fv, flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,18,157,not_achieved,48.15,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.47,15.04,303,0.41,"[flixbus, db_fv]",Oberhausen,Wuppertal,58.185,low,1,12,218,not_achieved,70.39,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.42,9.92,0,0.0,[flixbus],Darmstadt,Karlsruhe,113.377,high,0,13,120,not_achieved,34.7,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
1.39,20.89,0,0.0,"[flixbus, db_fv]",Darmstadt,Karlsruhe,113.377,high,1,12,117,not_achieved,33.97,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
1.34,22.95,0,0.0,"[flixbus, db_fv]",Darmstadt,Karlsruhe,113.377,high,1,12,113,not_achieved,32.75,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
1.26,22.95,0,0.0,"[flixbus, db_fv]",Darmstadt,Karlsruhe,113.377,high,1,12,106,not_achieved,30.79,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
1.17,25.77,0,0.0,[db_fv],Darmstadt,Karlsruhe,113.377,high,0,11,99,not_achieved,28.59,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
1.29,33.23,0,0.0,[car],Darmstadt,Karlsruhe,106.628,high,0,1,109,not_achieved,31.53,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
1.23,26.4,0,0.0,[db_fv],Darmstadt,Karlsruhe,113.377,high,0,11,104,not_achieved,30.06,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
1.42,9.92,451,0.0,[flixbus],Darmstadt,Karlsruhe,113.377,high,0,13,133,not_achieved,34.7,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
6.54,10.26,0,0.0,"[flixbus, blablacar]",Essen,Aachen,152.653,moderate,1,2,553,not_achieved,159.84,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
6.37,13.18,0,0.0,"[flixbus, blablacar]",Essen,Aachen,152.653,moderate,1,2,538,not_achieved,155.68,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
6.01,13.97,0,0.0,"[db_fv, flixbus, blablacar]",Essen,Aachen,152.653,moderate,1,3,508,not_achieved,146.88,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",2
3.79,15.33,0,0.0,"[flixbus, db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,3,320,not_achieved,92.63,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",2
3.01,22.61,0,0.0,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,254,not_achieved,73.56,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
2.93,22.61,0,0.0,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,248,not_achieved,71.61,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
2.77,27.76,0,0.0,"[flixbus, db_fv]",Essen,Aachen,152.653,moderate,1,12,234,not_achieved,67.7,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.6,28.81,0,0.0,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,220,not_achieved,63.54,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
1.83,28.85,0,0.0,[db_fv],Essen,Aachen,152.653,moderate,0,11,155,not_achieved,44.73,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
1.6,28.88,0,0.0,[db_fv],Essen,Aachen,152.653,moderate,0,11,135,not_achieved,39.1,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
1.49,33.87,0,0.0,[car],Essen,Aachen,123.338,moderate,0,1,126,not_achieved,36.42,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
2.79,28.0,0,0.0,"[flixbus, db_fv]",Essen,Aachen,152.653,moderate,1,12,236,not_achieved,68.19,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
6.54,10.26,630,0.0,"[flixbus, blablacar]",Essen,Aachen,152.653,moderate,1,2,571,not_achieved,159.84,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
6.01,13.97,592,0.0,"[db_fv, flixbus, blablacar]",Essen,Aachen,152.653,moderate,1,3,525,not_achieved,146.88,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",2
4.03,18.08,579,0.0,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,358,not_achieved,98.49,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.86,19.68,315,0.0,"[flixbus, db_fv]",Essen,Aachen,152.653,moderate,1,12,335,not_achieved,94.34,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.93,22.61,485,0.0,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,262,not_achieved,71.61,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
2.79,28.0,145,0.0,"[flixbus, db_fv]",Essen,Aachen,152.653,moderate,1,12,240,not_achieved,68.19,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.6,28.81,485,0.0,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,234,not_achieved,63.54,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.86,23.41,241,0.0,"[flixbus, db_fv]",Essen,Aachen,152.653,moderate,1,12,333,not_achieved,94.34,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.27,40.34,0,0.0,[db_fv],Essen,Aachen,152.653,moderate,0,11,192,not_achieved,55.48,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.03,34.15,0,0.0,[db_fv],Essen,Aachen,152.653,moderate,0,11,172,not_achieved,49.61,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.27,37.54,0,0.0,[db_fv],Essen,Aachen,152.653,moderate,0,11,192,not_achieved,55.48,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
6.03,34.15,0,0.0,[db_fv],Essen,Aachen,152.653,moderate,0,11,510,not_achieved,147.37,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
6.54,10.26,630,4.31,"[flixbus, blablacar]",Essen,Aachen,152.653,moderate,1,2,571,not_achieved,265.17,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
6.01,13.97,592,4.03,"[db_fv, flixbus, blablacar]",Essen,Aachen,152.653,moderate,1,3,525,not_achieved,245.38,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",2
4.03,18.08,579,1.21,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,358,not_achieved,128.07,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.86,19.68,315,1.5,"[flixbus, db_fv]",Essen,Aachen,152.653,moderate,1,12,335,not_achieved,131.0,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.93,22.61,485,0.95,"[db_fv, blablacar]",Essen,Aachen,152.653,moderate,1,2,262,not_achieved,94.83,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
2.79,28.0,145,1.11,"[flixbus, db_fv]",Essen,Aachen,152.653,moderate,1,12,240,not_achieved,95.32,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
